names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
The Covenant,09/08/2006 ,55.0,"Fantasy, Horror, Adventure, Action",Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,The Covenant, Released, English,20000000.0,38164784.0,US
Christmas Full of Grace,11/30/2022 ,58.0,"Romance, Comedy","After discovering a betrayal, Carlinhos takes a fun stranger to accompany him on Christmas. But Graça proves to be a madwoman capable of bringing the traditional family home down.", Um Natal Cheio de Graça, Released, Portuguese,157600000.0,277948016.0,BR
Agent Cody Banks,03/08/2004 ,54.0,"Action, Adventure, Comedy, Crime, Family, Romance","Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",Agent Cody Banks, Released, English,25000000.0,58240458.0,AU
Scooby-Doo and the Ghoul School,10/16/1988 ,74.0,"Adventure, Animation, Mystery, Family, TV Movie, Comedy, Fantasy","Scooby, Shaggy and Scrappy Doo are on their way to a Miss Grimwood's Finishing School for Girls, where they have been hired as gym teachers. Once there, however, they find that it is actually a school for girl ghouls.",Scooby-Doo and the Ghoul School, Released, English,102800000.0,525922995.2,US
Miss Bala,02/01/2019 ,64.0,Action,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",Miss Bala, Released, English,15000000.0,15364632.0,US
The Jurassic Games,05/21/2018 ,47.0,"Science Fiction, Action, Horror","In the near future, 10 death row convicts are forced to compete in a virtual reality game that pits them against dinosaurs and each other.",The Jurassic Games, Released, English,28000000.0,1174698.8,US
Rudolph the Red-Nosed Reindeer,11/23/1968 ,74.0,"Animation, Family, TV Movie","Sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his glowing nose, teams up with Hermey, an elf who wants to be a dentist, and Yukon Cornelius, the prospector. They run into the Abominable Snowman and find a whole island of misfit toys. Rudoph vows to see if he can get Santa to help the toys, and he goes back to the North Pole on Christmas Eve. But Santa's sleigh is fogged in. But when Santa looks over Rudolph, he gets a very bright idea...",Rudolph the Red-Nosed Reindeer, Released, English,157000000.0,334738382.6,AU
The Hunchback of Notre Dame,12/19/1956 ,66.0,"Drama, History","Paris, 1482. Today is the festival of the fools, taking place like each year in the square outside Cathedral Notre Dame. Among jugglers and other entertainers, Esmeralda, a sensuous gypsy, performs a bewitching dance in front of delighted spectators. From up in a tower of the cathedral, Frollo, an alchemist, gazes at her lustfully. Later in the night, Frollo orders Quasimodo, the deformed bell ringer and his faithful servant, to kidnap Esmeralda. But when the ugly freak comes close to her is touched by the young woman's beauty...", Notre-Dame de Paris, Released, French,100000000.0,325500000.0,FR
Team America: World Police,12/02/2004 ,67.0,"Adventure, Action, Comedy","Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",Team America: World Police, Released, English,20000000.0,50948811.0,AU
Nancy Drew and the Hidden Staircase,03/15/2019 ,66.0,"Crime, Family, Comedy, Mystery","Nancy Drew, a smart high schooler with a penchant for keen observation and deduction, stumbles upon the haunting of a local home. A bit of an outsider struggling to fit into her new surroundings, Nancy and her pals set out to solve the mystery, make new friends, and establish their place in the community",Nancy Drew and the Hidden Staircase, Released, English,17000000.0,624549.0,US
My Brother's Wife 3: The Woman Downstairs,01/14/2017 ,60.0,Drama,"My sister and I moved into a new house. We didn't do much but the woman downstairs came up to ask us to keep it down.  She said she was sensitive so we decided to keep it down.  Her gangster husband would beat her when he came home drunk.  Every time I heard her suffer from the beatings, I couldn't stand it and would stomp the floor to create a distraction.  She would come up telling us to be quiet.  I told her I did it intentionally. I also decided to do something about the woman who showed interest in me by memorizing my number.", 형님아내3 - 아랫집 부인, Released, Korean,73800000.0,346352260.6,KR
Temptation: Confessions of a Marriage Counselor,03/29/2013 ,65.0,Drama,A marriage counselor's personal and professional life becomes complicated after she enters into a relationship with one of her clients.,Temptation: Confessions of a Marriage Counselor, Released, English,95600000.0,305560367.8,US
Our House,07/27/2018 ,56.0,"Horror, Drama, Thriller",Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,Our House, Released, English,78000000.0,716266600.8,CA
Sounds Like Love,09/29/2021 ,65.0,"Comedy, Romance","Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.", Fuimos canciones, Released,Spanish,131500000.0,146729703.6,ES
Air Bud,08/01/1997 ,55.0,"Comedy, Family",A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,Air Bud, Released, English,3000000.0,27788649.0,US
Black Sheep,08/16/2007 ,57.0,"Horror, Comedy",A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,Black Sheep, Released, English,5580000.0,4947717.0,AU
Final Score,09/14/2018 ,61.0,"Action, Thriller","When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",Final Score, Released, English,20000000.0,239332447.0,US
Magic in the Moonlight,08/28/2014 ,65.0,"Comedy, Drama, Romance","Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",Magic in the Moonlight, Released, English,16800000.0,51029361.0,AU
Father Christmas Is Back,11/07/2021 ,47.0,"Comedy, Family","Four sisters – Caroline, Joanna, Paulina, and Vicky – reunite for the Christmas Holiday in a Yorkshire mansion. However, their estranged father, James, joins in for the first time since he left the family behind decades prior. The group attempts to get through the holiday despite comedic misunderstandings, while also uncovering the long-buried secret that tore their family apart, so many years ago.",Father Christmas Is Back, Released, English,147200000.0,862005430.0,GB
Out of Death,09/20/2021 ,59.0,"Action, Thriller","As Shannon, a woman who wants to put her father's ashes away in the woods witnesses a corrupt cop dealing drugs with a junkie, she has to try and run away after she gets rampaged by two discreditable cops after they see her taking secret photographs of their crime maneuver. They then do a cat-and-mouse game around the woods as Shannon teams up with a retired sheriff along the way for more reinforcement. It's just a diversion of survival and egalitarianism.",Out of Death, Released, English,10330000.0,95813.0,AU
No Reservations,08/23/2007 ,65.0,"Comedy, Romance, Drama","Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",No Reservations, Released, English,28000000.0,91943956.0,AU
Upside Down,07/17/2013 ,63.0,"Romance, Science Fiction, Drama, Fantasy","In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",Upside Down, Released, English,50000000.0,26387039.0,AU
Wild Flowers,10/21/2022 ,65.0,Drama,"Julia, a 22-year-old mother of two, falls in love with Óscar, a troubled boy with whom she embarks on a love affair. The more time they spend together, the more Julia asks herself if Óscar is the person she really needs by her side, prompting her to set out on a personal journey to find happiness for herself and for her family.", Girasoles silvestres, Released,Spanish,95600000.0,305560367.8,ES
